year,gender,age_grp,pension_class,pension_type,retired,disabled,widowed,deceased,avg_pension
2045,Male,85,Total,Survivor,1330,0,0,240,8117.9219
2045,Male,90,Total,Old-age,68450,0,0,14970,16513.486
2045,Male,90,Total,Disability,5280,0,0,1010,4162.9932
2045,Male,90,Total,Survivor,560,0,0,110,11967.672
2045,Male,95,Total,Old-age,14670,0,0,5260,14038.603
2045,Male,95,Total,Disability,1250,0,0,410,2877.7798
2045,Male,95,Total,Survivor,160,0,0,30,6059.6465
2045,Male,100,Total,Old-age,440,0,0,1120,11220.293
2045,Male,100,Total,Disability,70,0,0,70,2015.498
2045,Male,100,Total,Survivor,20,0,0,0,5946.9375
2045,Male,105,Total,Old-age,0,0,0,0,
2045,Male,105,Total,Disability,0,0,0,0,
2045,Male,105,Total,Survivor,0,0,0,0,
2045,Female,20,Total,Survivor,10,0,0,0,11562.411
2045,Female,25,Total,Disability,0,0,0,0,
2045,Female,25,Total,Survivor,0,0,0,0,
2045,Female,30,Total,Survivor,0,0,0,0,
2045,Female,35,Total,Disability,10,0,0,0,1220.5635
2045,Female,35,Total,Survivor,20,0,0,0,6774.2944
2045,Female,40,Total,Disability,310,0,0,0,3339.1995
2045,Female,40,Total,Survivor,1320,0,0,0,7551.3774
2045,Female,45,Total,Disability,570,0,0,0,4310.71
2045,Female,45,Total,Survivor,7040,0,0,20,7306.2236
2045,Female,50,Total,Old-age,1350,0,0,0,7706.4771
2045,Female,50,Total,Disability,1270,0,0,0,5212.6982
2045,Female,50,Total,Survivor,14620,0,0,40,7172.46
2045,Female,55,Total,Old-age,5260,0,0,30,6987.9653
2045,Female,55,Total,Disability,2640,0,0,30,6130.8779
2045,Female,55,Total,Survivor,25330,0,0,120,7470.6099
2045,Female,60,Total,Old-age,7430,0,0,40,6718.0396
2045,Female,60,Total,Disability,3470,0,0,0,5666.6909
2045,Female,60,Total,Survivor,39270,0,0,220,7834.9194
2045,Female,65,Total,Old-age,8320,0,0,140,6696.9058
2045,Female,65,Total,Disability,4760,0,0,60,4970.4146
2045,Female,65,Total,Survivor,54000,0,0,640,8571.6738
2045,Female,70,Total,Old-age,6460,0,0,140,7064.708
2045,Female,70,Total,Disability,5210,0,0,140,4948.0044
2045,Female,70,Total,Survivor,65390,0,0,1200,9576.002
2045,Female,75,Total,Old-age,4240,0,0,180,7716.3047
2045,Female,75,Total,Disability,5120,0,0,150,4449.959
2045,Female,75,Total,Survivor,77940,0,0,2790,9894.6357
2045,Female,80,Total,Old-age,112840,0,0,7350,17697.701
2045,Female,80,Total,Disability,3190,0,0,180,4645.5752
2045,Female,80,Total,Survivor,78930,0,0,4850,9850.0537
2045,Female,85,Total,Old-age,84030,0,0,10130,15914.604
2045,Female,85,Total,Disability,2060,0,0,290,3585.5029
2045,Female,85,Total,Survivor,57580,0,0,7180,9603.1309
2045,Female,90,Total,Old-age,25860,0,0,5900,13695.927
2045,Female,90,Total,Disability,590,0,0,130,2848.3884
2045,Female,90,Total,Survivor,26870,0,0,6250,8601.5479
2045,Female,95,Total,Old-age,3870,0,0,1510,11251.831
2045,Female,95,Total,Disability,90,0,0,70,2713.4954
2045,Female,95,Total,Survivor,6750,0,0,2630,8058.2339
2045,Female,100,Total,Old-age,70,0,0,210,20017.797
2045,Female,100,Total,Disability,0,0,0,0,
2045,Female,100,Total,Survivor,270,0,0,440,11746.433
2045,Female,105,Total,Old-age,0,0,0,0,
2045,Female,105,Total,Survivor,0,0,0,0,
2045,Female,110,Total,Survivor,0,0,0,0,
2045,Female,115,Total,Survivor,0,0,0,0,
2045,Female,120,Total,Old-age,0,0,0,0,
2045,Female,320,Total,Survivor,0,0,0,0,
2045,Total,20,DB,Survivor,10,0,0,0,11562.411
2045,Total,20,DC,Disability,0,0,0,0,
2045,Total,25,DC,Disability,0,0,0,0,
2045,Total,25,DC,Survivor,0,0,0,0,
2045,Total,30,DC,Disability,0,0,0,0,
2045,Total,30,DC,Survivor,0,0,0,0,
2045,Total,35,DB,Disability,0,0,0,0,
2045,Total,35,DB,Survivor,0,0,0,0,
2045,Total,35,DC,Disability,50,0,0,0,1497.4661
2045,Total,35,DC,Survivor,20,0,0,0,6774.2944
2045,Total,40,DB,Disability,10,0,0,0,1190.5573
2045,Total,40,DB,Survivor,10,0,0,0,42500.648
2045,Total,40,DC,Disability,2020,0,0,10,3941.0579
2045,Total,40,DC,Survivor,1320,0,0,0,7280.4619
2045,Total,45,DB,Disability,0,0,0,0,
2045,Total,45,DB,Survivor,450,0,0,0,10399.68
2045,Total,45,DC,Disability,5860,0,0,10,5295.9272
2045,Total,45,DC,Survivor,6710,0,0,20,7090.7852
2045,Total,50,DB,Old-age,4220,0,0,10,8610.2139
2045,Total,50,DB,Disability,70,0,0,0,5927.7207
2045,Total,50,DB,Survivor,1800,0,0,0,7881.71
2045,Total,50,DC,Disability,8940,0,0,50,6489.0361
2045,Total,50,DC,Survivor,13230,0,0,50,7120.8394
2045,Total,55,DB,Old-age,15030,0,0,130,7883.1714
2045,Total,55,DB,Disability,750,0,0,0,6757.0615
2045,Total,55,DB,Survivor,6790,0,0,30,7799.395
2045,Total,55,DC,Disability,14110,0,0,100,7334.2764
2045,Total,55,DC,Survivor,19540,0,0,100,7390.9731
2045,Total,60,DB,Old-age,19710,0,0,170,7468.7588
2045,Total,60,DB,Disability,8040,0,0,110,6467.5757
2045,Total,60,DB,Survivor,20590,0,0,140,8284.2109
2045,Total,60,DC,Old-age,0,0,0,0,
2045,Total,60,DC,Disability,10880,0,0,100,7106.645
2045,Total,60,DC,Survivor,20390,0,0,90,7435.293
2045,Total,65,DB,Old-age,23080,0,0,370,7323.3511
2045,Total,65,DB,Disability,17450,0,0,400,6354.2593
2045,Total,65,DB,Survivor,36330,0,0,420,9094.6543
2045,Total,65,DC,Old-age,0,0,0,0,
2045,Total,65,DC,Disability,8220,0,0,40,6512.1489
2045,Total,65,DC,Survivor,20000,0,0,250,7541.1523
2045,Total,70,DB,Old-age,17690,0,0,420,7557.2266
2045,Total,70,DB,Disability,21880,0,0,560,5575.1943
2045,Total,70,DB,Survivor,50930,0,0,1000,10220.424
2045,Total,70,DC,Old-age,0,0,0,0,
2045,Total,70,DC,Disability,6440,0,0,200,6759.1523
2045,Total,70,DC,Survivor,17340,0,0,220,7413.1782
2045,Total,75,DB,Old-age,11040,0,0,480,7950.9897
2045,Total,75,DB,Disability,23170,0,0,920,5131.7524
2045,Total,75,DB,Survivor,65110,0,0,2360,10518.665
2045,Total,75,DC,Old-age,0,0,0,0,
2045,Total,75,DC,Disability,4680,0,0,200,6959.0337
2045,Total,75,DC,Survivor,15900,0,0,560,7198.9595
2045,Total,80,DB,Old-age,338170,0,0,24670,20834.063
2045,Total,80,DB,Disability,21230,0,0,1480,5160.8667
2045,Total,80,DB,Survivor,68690,0,0,4220,10376.716
2045,Total,80,DC,Old-age,410,0,0,50,6725.0024
2045,Total,80,DC,Disability,2740,0,0,150,8093.1382
2045,Total,80,DC,Survivor,12670,0,0,780,6982.9995
2045,Total,85,DB,Old-age,262890,0,0,32840,18734.646
2045,Total,85,DB,Disability,13880,0,0,1930,4708.2769
2045,Total,85,DB,Survivor,51890,0,0,6520,9902.582
2045,Total,85,DC,Old-age,2170,0,0,320,6737.0166
2045,Total,85,DC,Disability,840,0,0,60,7557.6543
2045,Total,85,DC,Survivor,7020,0,0,900,7108.2798
2045,Total,90,DB,Old-age,93450,0,0,20590,15824.007
2045,Total,90,DB,Disability,5520,0,0,1050,3705.751
2045,Total,90,DB,Survivor,24770,0,0,5850,8878.1953
2045,Total,90,DC,Old-age,860,0,0,280,6710.9502
2045,Total,90,DC,Disability,350,0,0,90,9158.3027
2045,Total,90,DC,Survivor,2660,0,0,510,6734.0562
2045,Total,95,DB,Old-age,18390,0,0,6680,13511.413
2045,Total,95,DB,Disability,1280,0,0,450,2732.9468
2045,Total,95,DB,Survivor,6350,0,0,2490,8180.7388
2045,Total,95,DC,Old-age,150,0,0,90,6773.3149
2045,Total,95,DC,Disability,60,0,0,30,5721.1284
2045,Total,95,DC,Survivor,560,0,0,170,6098.0903
2045,Total,100,DB,Old-age,510,0,0,1290,12427.794
2045,Total,100,DB,Disability,70,0,0,70,2015.498
2045,Total,100,DB,Survivor,290,0,0,400,11346.468
2045,Total,100,DC,Old-age,0,0,0,40,
2045,Total,100,DC,Disability,0,0,0,0,
2045,Total,100,DC,Survivor,0,0,0,40,
2045,Total,105,DB,Old-age,0,0,0,0,
2045,Total,105,DB,Disability,0,0,0,0,
2045,Total,105,DB,Survivor,0,0,0,0,
2045,Total,105,DC,Survivor,0,0,0,0,
2045,Total,110,DB,Survivor,0,0,0,0,
2045,Total,110,DC,Survivor,0,0,0,0,
2045,Total,115,DC,Survivor,0,0,0,0,
2045,Total,120,DB,Old-age,0,0,0,0,
2045,Total,320,DB,Survivor,0,0,0,0,
2045,Male,Total,DB,Old-age,545330,0,0,62140,19140.803
2045,Male,Total,DB,Disability,96920,0,0,6140,5472.9717
2045,Male,Total,DB,Survivor,6620,0,0,410,11184.505
2045,Male,Total,DC,Old-age,2710,0,0,660,6721.9707
2045,Male,Total,DC,Disability,52330,0,0,820,7167.9102
2045,Male,Total,DC,Survivor,9410,0,0,330,6887.104
2045,Female,Total,DB,Old-age,258850,0,0,25510,15293.169
2045,Female,Total,DB,Disability,16430,0,0,830,4737.333
2045,Female,Total,DB,Survivor,327390,0,0,23020,9794.0498
2045,Female,Total,DC,Old-age,880,0,0,120,6758.4668
2045,Female,Total,DC,Disability,12860,0,0,220,5014.8911
2045,Female,Total,DC,Survivor,127950,0,0,3360,7317.5806
2045,Male,20,Total,Total,0,0,0,0,
2045,Male,25,Total,Total,0,0,0,0,
2045,Male,30,Total,Total,0,0,0,0,
2045,Male,35,Total,Total,40,0,0,0,1566.6917
2045,Male,40,Total,Total,1730,0,0,10,4049.1838
2045,Male,45,Total,Total,5410,0,0,10,5434.4248
2045,Male,50,Total,Total,11020,0,0,70,7375.0068
2045,Male,55,Total,Total,22990,0,0,180,7927.0659
2045,Male,60,Total,Total,29440,0,0,350,7522.1001
2045,Male,65,Total,Total,38000,0,0,640,7168.9116
2045,Male,70,Total,Total,37220,0,0,920,6735.0977
2045,Male,75,Total,Total,32600,0,0,1400,6499.8398
2045,Male,80,Total,Total,248950,0,0,18970,20855.236
2045,Male,85,Total,Total,195020,0,0,24970,18857.432
2045,Male,90,Total,Total,74290,0,0,16090,15601.437
2045,Male,95,Total,Total,16080,0,0,5700,13091.608
2045,Male,100,Total,Total,530,0,0,1190,9805.5713
2045,Male,105,Total,Total,0,0,0,0,
2045,Female,20,Total,Total,10,0,0,0,11562.411
2045,Female,25,Total,Total,0,0,0,0,
2045,Female,30,Total,Total,0,0,0,0,
2045,Female,35,Total,Total,30,0,0,0,4923.0508
2045,Female,40,Total,Total,1630,0,0,0,6750.2886
2045,Female,45,Total,Total,7610,0,0,20,7081.8555
2045,Female,50,Total,Total,17240,0,0,40,7069.9092
2045,Female,55,Total,Total,33230,0,0,180,7287.7749
2045,Female,60,Total,Total,50170,0,0,260,7519.5483
2045,Female,65,Total,Total,67080,0,0,840,8083.5991
2045,Female,70,Total,Total,77060,0,0,1480,9052.5811
2045,Female,75,Total,Total,87300,0,0,3120,9469.5176
2045,Female,80,Total,Total,194960,0,0,12380,14307
2045,Female,85,Total,Total,143670,0,0,17600,13208.314
2045,Female,90,Total,Total,53320,0,0,12280,11008.642
2045,Female,95,Total,Total,10710,0,0,4210,9167.3086
2045,Female,100,Total,Total,340,0,0,650,13449.36
2045,Female,105,Total,Total,0,0,0,0,
2045,Female,110,Total,Total,0,0,0,0,
2045,Female,115,Total,Total,0,0,0,0,
2045,Female,120,Total,Total,0,0,0,0,
2045,Female,320,Total,Total,0,0,0,0,
2045,Male,Total,DB,Total,648870,0,0,68690,17018.102
2045,Male,Total,DC,Total,64450,0,0,1810,7108.1606
2045,Female,Total,DB,Total,602670,0,0,49360,12018.095
2045,Female,Total,DC,Total,141690,0,0,3700,7105.1123
2045,Male,Total,Total,Old-age,548040,0,0,62800,19079.393
2045,Male,Total,Total,Disability,149250,0,0,6960,6067.251
2045,Male,Total,Total,Survivor,16030,0,0,740,8661.8262
2045,Female,Total,Total,Old-age,259730,0,0,25630,15264.252
2045,Female,Total,Total,Disability,29290,0,0,1050,4859.1968
2045,Female,Total,Total,Survivor,455340,0,0,26380,9098.165
2045,Total,20,DB,Total,10,0,0,0,11562.411
2045,Total,20,DC,Total,0,0,0,0,
2045,Total,25,DC,Total,0,0,0,0,
2045,Total,30,DC,Total,0,0,0,0,
2045,Total,35,DB,Total,0,0,0,0,
2045,Total,35,DC,Total,70,0,0,0,3005.1313
2045,Total,40,DB,Total,20,0,0,0,21845.604
2045,Total,40,DC,Total,3340,0,0,10,5260.8223
2045,Total,45,DB,Total,450,0,0,0,10399.68
2045,Total,45,DC,Total,12570,0,0,30,6254.0415
2045,Total,50,DB,Total,6090,0,0,10,8364.0596
2045,Total,50,DC,Total,22170,0,0,100,6866.0664
2045,Total,55,DB,Total,22570,0,0,160,7820.5474
2045,Total,55,DC,Total,33650,0,0,200,7367.1992
2045,Total,60,DB,Total,48340,0,0,420,7649.5752
2045,Total,60,DC,Total,31270,0,0,190,7320.9438
2045,Total,65,DB,Total,76860,0,0,1190,7940.5879
2045,Total,65,DC,Total,28220,0,0,290,7241.4214
2045,Total,70,DB,Total,90500,0,0,1980,8576.7822
2045,Total,70,DC,Total,23780,0,0,420,7236.0576
2045,Total,75,DB,Total,99320,0,0,3760,8976.5596
2045,Total,75,DC,Total,20580,0,0,760,7144.3989
2045,Total,80,DB,Total,428090,0,0,30370,18378.838
2045,Total,80,DC,Total,15820,0,0,980,7168.5874
2045,Total,85,DB,Total,328660,0,0,41290,16747.846
2045,Total,85,DC,Total,10030,0,0,1280,7065.5913
2045,Total,90,DB,Total,123740,0,0,27490,13893.019
2045,Total,90,DC,Total,3870,0,0,880,6948.1685
2045,Total,95,DB,Total,26020,0,0,9620,11680.275
2045,Total,95,DC,Total,770,0,0,290,6200.2539
2045,Total,100,DB,Total,870,0,0,1760,11229.581
2045,Total,100,DC,Total,0,0,0,80,
2045,Total,105,DB,Total,0,0,0,0,
2045,Total,105,DC,Total,0,0,0,0,
2045,Total,110,DB,Total,0,0,0,0,
2045,Total,110,DC,Total,0,0,0,0,
2045,Total,115,DC,Total,0,0,0,0,
2045,Total,120,DB,Total,0,0,0,0,
2045,Total,320,DB,Total,0,0,0,0,
2045,Total,20,Total,Disability,0,0,0,0,
2045,Total,20,Total,Survivor,10,0,0,0,11562.411
2045,Total,25,Total,Disability,0,0,0,0,
2045,Total,25,Total,Survivor,0,0,0,0,
2045,Total,30,Total,Disability,0,0,0,0,
2045,Total,30,Total,Survivor,0,0,0,0,
2045,Total,35,Total,Disability,50,0,0,0,1497.4661
2045,Total,35,Total,Survivor,20,0,0,0,6774.2944
2045,Total,40,Total,Disability,2030,0,0,10,3927.5085
2045,Total,40,Total,Survivor,1330,0,0,0,7545.2749
2045,Total,45,Total,Disability,5860,0,0,10,5295.9272
2045,Total,45,Total,Survivor,7160,0,0,20,7298.7461
2045,Total,50,Total,Old-age,4220,0,0,10,8610.2139
2045,Total,50,Total,Disability,9010,0,0,50,6484.6753
2045,Total,50,Total,Survivor,15030,0,0,50,7211.9619
2045,Total,55,Total,Old-age,15030,0,0,130,7883.1714
2045,Total,55,Total,Disability,14860,0,0,100,7305.1436
2045,Total,55,Total,Survivor,26330,0,0,130,7496.2969
2045,Total,60,Total,Old-age,19710,0,0,170,7468.7588
2045,Total,60,Total,Disability,18920,0,0,210,6835.0742
2045,Total,60,Total,Survivor,40980,0,0,230,7861.8237
2045,Total,65,Total,Old-age,23080,0,0,370,7323.3511
2045,Total,65,Total,Disability,25670,0,0,440,6404.8184
2045,Total,65,Total,Survivor,56330,0,0,670,8543.083
2045,Total,70,Total,Old-age,17690,0,0,420,7557.2266
2045,Total,70,Total,Disability,28320,0,0,760,5844.4277
2045,Total,70,Total,Survivor,68270,0,0,1220,9507.4072
2045,Total,75,Total,Old-age,11040,0,0,480,7950.9897
2045,Total,75,Total,Disability,27850,0,0,1120,5438.8145
2045,Total,75,Total,Survivor,81010,0,0,2920,9867.0996
2045,Total,80,Total,Old-age,338580,0,0,24720,20816.979
2045,Total,80,Total,Disability,23970,0,0,1630,5496.0532
2045,Total,80,Total,Survivor,81360,0,0,5000,9848.2207
2045,Total,85,Total,Old-age,265060,0,0,33160,18636.424
2045,Total,85,Total,Disability,14720,0,0,1990,4870.877
2045,Total,85,Total,Survivor,58910,0,0,7420,9569.5996
2045,Total,90,Total,Old-age,94310,0,0,20870,15740.906
2045,Total,90,Total,Disability,5870,0,0,1140,4030.8606
2045,Total,90,Total,Survivor,27430,0,0,6360,8670.2695
2045,Total,95,Total,Old-age,18540,0,0,6770,13456.898
2045,Total,95,Total,Disability,1340,0,0,480,2866.7458
2045,Total,95,Total,Survivor,6910,0,0,2660,8011.9565
2045,Total,100,Total,Old-age,510,0,0,1330,12427.794
2045,Total,100,Total,Disability,70,0,0,70,2015.498
2045,Total,100,Total,Survivor,290,0,0,440,11346.468
2045,Total,105,Total,Old-age,0,0,0,0,
2045,Total,105,Total,Disability,0,0,0,0,
2045,Total,105,Total,Survivor,0,0,0,0,
2045,Total,110,Total,Survivor,0,0,0,0,
2045,Total,115,Total,Survivor,0,0,0,0,
2045,Total,120,Total,Old-age,0,0,0,0,
2045,Total,320,Total,Survivor,0,0,0,0,
2045,Total,Total,DB,Old-age,804180,0,0,87650,17902.324
2045,Total,Total,DB,Disability,113350,0,0,6970,5366.3413
2045,Total,Total,DB,Survivor,334010,0,0,23430,9821.6084
2045,Total,Total,DC,Old-age,3590,0,0,780,6730.917
2045,Total,Total,DC,Disability,65190,0,0,1040,6743.1851
2045,Total,Total,DC,Survivor,137360,0,0,3690,7288.0903
2045,Male,Total,Total,Total,713320,0,0,70500,16122.718
2045,Female,Total,Total,Total,744360,0,0,53060,11082.901
2045,Total,20,Total,Total,10,0,0,0,11562.411
2045,Total,25,Total,Total,0,0,0,0,
2045,Total,30,Total,Total,0,0,0,0,
2045,Total,35,Total,Total,70,0,0,0,3005.1313
2045,Total,40,Total,Total,3360,0,0,10,5359.541
2045,Total,45,Total,Total,13020,0,0,30,6397.3237
2045,Total,50,Total,Total,28260,0,0,110,7188.8823
2045,Total,55,Total,Total,56220,0,0,360,7549.1997
2045,Total,60,Total,Total,79610,0,0,610,7520.4922
2045,Total,65,Total,Total,105080,0,0,1480,7752.8218
2045,Total,70,Total,Total,114280,0,0,2400,8297.7969
2045,Total,75,Total,Total,119900,0,0,4520,8662.082
2045,Total,80,Total,Total,443910,0,0,31350,17979.33
2045,Total,85,Total,Total,338690,0,0,42570,16461.115
2045,Total,90,Total,Total,127610,0,0,28370,13682.403
2045,Total,95,Total,Total,26790,0,0,9910,11522.768
2045,Total,100,Total,Total,870,0,0,1840,11229.581
2045,Total,105,Total,Total,0,0,0,0,
2045,Total,110,Total,Total,0,0,0,0,
2045,Total,115,Total,Total,0,0,0,0,
2045,Total,120,Total,Total,0,0,0,0,
2045,Total,320,Total,Total,0,0,0,0,
2045,Total,Total,DB,Total,1251540,0,0,118050,14610.385
2045,Total,Total,DC,Total,206140,0,0,5510,7106.0654
2045,Total,Total,Total,Old-age,807770,0,0,88430,17852.674
2045,Total,Total,Total,Disability,178540,0,0,8010,5869.0659
2045,Total,Total,Total,Survivor,471370,0,0,27120,9083.3262
2046,Male,20,DC,Disability,0,0,0,0,
2046,Male,25,DC,Disability,0,0,0,0,
2046,Male,30,DC,Disability,0,0,0,0,
2046,Male,30,DC,Survivor,0,0,0,0,
2046,Male,35,DB,Disability,0,0,0,0,
2046,Male,35,DC,Disability,0,0,0,0,
2046,Male,35,DC,Survivor,0,0,0,0,
2046,Male,40,DB,Disability,0,0,0,0,
2046,Male,40,DB,Survivor,0,0,0,0,
2046,Male,40,DC,Disability,1200,0,0,0,4073.4512
2046,Male,40,DC,Survivor,10,0,0,0,6975.6489
2046,Male,45,DB,Disability,10,0,0,0,1232.2268
2046,Male,45,DB,Survivor,0,0,0,0,
2046,Male,45,DC,Disability,4720,0,0,30,5126.4595
2046,Male,45,DC,Survivor,70,0,0,0,6913.9868
2046,Male,50,DB,Old-age,2850,0,0,30,9334.3652
2046,Male,50,DB,Disability,60,0,0,0,6381.2881
2046,Male,50,DB,Survivor,40,0,0,0,29960.535
2046,Male,50,DC,Disability,6960,0,0,20,6830.3979
2046,Male,50,DC,Survivor,330,0,0,0,6865.3774
2046,Male,55,DB,Old-age,9820,0,0,170,8628.9951
2046,Male,55,DB,Disability,290,0,0,0,8717.665
2046,Male,55,DB,Survivor,50,0,0,0,13662.188
2046,Male,55,DC,Disability,11020,0,0,100,7819.9854
2046,Male,55,DC,Survivor,750,0,0,30,7898.1201
2046,Male,60,DB,Old-age,12770,0,0,160,8138.6362
2046,Male,60,DB,Disability,4840,0,0,60,6886.2998
2046,Male,60,DB,Survivor,370,0,0,0,14021.893
2046,Male,60,DC,Old-age,0,0,0,0,
2046,Male,60,DC,Disability,9500,0,0,90,7857.7197
2046,Male,60,DC,Survivor,1210,0,0,10,7454.7739
2046,Male,65,DB,Old-age,15230,0,0,290,7930.271
2046,Male,65,DB,Disability,13130,0,0,280,6642.7778
2046,Male,65,DB,Survivor,730,0,0,10,8770.249
2046,Male,65,DC,Old-age,0,0,0,0,
2046,Male,65,DC,Disability,6410,0,0,60,7373.2383
2046,Male,65,DC,Survivor,1470,0,0,50,7658.7402
2046,Male,70,DB,Old-age,11690,0,0,240,8033.7178
2046,Male,70,DB,Disability,17300,0,0,570,6120.7261
2046,Male,70,DB,Survivor,1270,0,0,60,10343.753
2046,Male,70,DC,Old-age,0,0,0,0,
2046,Male,70,DC,Disability,4930,0,0,150,7670.0259
2046,Male,70,DC,Survivor,1430,0,0,90,6891.7026
2046,Male,75,DB,Old-age,7710,0,0,380,8271.4717
2046,Male,75,DB,Disability,18670,0,0,780,5489.0615
2046,Male,75,DB,Survivor,1240,0,0,100,12627.301
2046,Male,75,DC,Old-age,0,0,0,0,
2046,Male,75,DC,Disability,3270,0,0,160,8827.457
2046,Male,75,DC,Survivor,1510,0,0,80,6788.519
2046,Male,80,DB,Old-age,164620,0,0,13620,23351.473
2046,Male,80,DB,Disability,17790,0,0,1400,5404.3179
2046,Male,80,DB,Survivor,1220,0,0,90,12505.339
2046,Male,80,DC,Old-age,110,0,0,10,6948.0552
2046,Male,80,DC,Disability,2260,0,0,170,8185.3267
2046,Male,80,DC,Survivor,1200,0,0,80,7397.8599
2046,Male,85,DB,Old-age,179220,0,0,23180,21234.281
2046,Male,85,DB,Disability,12480,0,0,1490,5256.4536
2046,Male,85,DB,Survivor,690,0,0,140,8493.5625
2046,Male,85,DC,Old-age,1300,0,0,210,6965.1763
2046,Male,85,DC,Disability,770,0,0,70,8970.8027
2046,Male,85,DC,Survivor,660,0,0,70,6445.5469
2046,Male,90,DB,Old-age,69980,0,0,15870,17959.99
2046,Male,90,DB,Disability,4810,0,0,1100,4112.7544
2046,Male,90,DB,Survivor,430,0,0,50,15752.506
2046,Male,90,DC,Old-age,620,0,0,190,6932.0938
2046,Male,90,DC,Disability,270,0,0,70,11406.032
2046,Male,90,DC,Survivor,180,0,0,70,5537.9878
2046,Male,95,DB,Old-age,15250,0,0,5460,15065.652
2046,Male,95,DB,Disability,1260,0,0,460,3175.6145
2046,Male,95,DB,Survivor,90,0,0,10,8795.5117
2046,Male,95,DC,Old-age,140,0,0,130,7010.3921
2046,Male,95,DC,Disability,90,0,0,10,6216.6909
2046,Male,95,DC,Survivor,70,0,0,20,6024.8936
2046,Male,100,DB,Old-age,650,0,0,880,17447.102
2046,Male,100,DB,Disability,50,0,0,90,2755.3284
2046,Male,100,DB,Survivor,0,0,0,30,
2046,Male,100,DC,Old-age,0,0,0,0,
2046,Male,100,DC,Disability,0,0,0,0,
2046,Male,100,DC,Survivor,10,0,0,10,4994.1313
2046,Male,105,DB,Old-age,0,0,0,0,
2046,Male,105,DB,Disability,0,0,0,0,
2046,Male,105,DC,Survivor,0,0,0,0,
2046,Female,20,DB,Survivor,10,0,0,0,11967.096
2046,Female,25,DC,Disability,0,0,0,0,
2046,Female,25,DC,Survivor,0,0,0,0,
2046,Female,30,DC,Survivor,0,0,0,0,
2046,Female,35,DB,Survivor,0,0,0,0,
2046,Female,35,DC,Disability,0,0,0,0,
2046,Female,35,DC,Survivor,10,0,0,0,7011.3945
2046,Female,40,DB,Disability,0,0,0,0,
2046,Female,40,DB,Survivor,10,0,0,0,43988.172
2046,Female,40,DC,Disability,190,0,0,0,3693.2332
2046,Female,40,DC,Survivor,650,0,0,10,7593.9341
2046,Female,45,DB,Disability,0,0,0,0,
2046,Female,45,DB,Survivor,300,0,0,0,11273.617
2046,Female,45,DC,Disability,520,0,0,0,3848.5093
2046,Female,45,DC,Survivor,5480,0,0,0,7253.314
2046,Female,50,DB,Old-age,1350,0,0,0,7992.7417
2046,Female,50,DB,Disability,10,0,0,0,4658.6099
2046,Female,50,DB,Survivor,1420,0,0,0,7669.7817
2046,Female,50,DC,Disability,1090,0,0,0,5727.645
2046,Female,50,DC,Survivor,11460,0,0,20,7334.8467
2046,Female,55,DB,Old-age,5610,0,0,30,7233.2852
2046,Female,55,DB,Disability,70,0,0,0,4313.0103
2046,Female,55,DB,Survivor,5080,0,0,50,7930.1602
2046,Female,55,DC,Disability,2180,0,0,10,5750.1431
2046,Female,55,DC,Survivor,17810,0,0,50,7555.731
2046,Female,60,DB,Old-age,7450,0,0,50,6888.916
2046,Female,60,DB,Disability,930,0,0,10,7375.7012
2046,Female,60,DB,Survivor,16960,0,0,110,8482.8643
2046,Female,60,DC,Old-age,0,0,0,0,
2046,Female,60,DC,Disability,2250,0,0,30,5573.1094
2046,Female,60,DC,Survivor,18730,0,0,180,7834.9961
2046,Female,65,DB,Old-age,8590,0,0,100,6927.2441
2046,Female,65,DB,Disability,2760,0,0,50,4887.2637
2046,Female,65,DB,Survivor,32060,0,0,330,9270.6807
2046,Female,65,DC,Old-age,0,0,0,0,
2046,Female,65,DC,Disability,1980,0,0,30,4870.4912
2046,Female,65,DC,Survivor,18470,0,0,180,7800.9751
2046,Female,70,DB,Old-age,7270,0,0,150,7220.3369
2046,Female,70,DB,Disability,3120,0,0,30,5631.731
2046,Female,70,DB,Survivor,45810,0,0,680,10336.457
2046,Female,70,DC,Old-age,0,0,0,0,
2046,Female,70,DC,Disability,1880,0,0,40,5114.562
2046,Female,70,DC,Survivor,16410,0,0,260,7742.0889
2046,Female,75,DB,Old-age,4580,0,0,160,7763.458
2046,Female,75,DB,Disability,3590,0,0,100,4902.0503
2046,Female,75,DB,Survivor,58970,0,0,2060,10851.368
2046,Female,75,DC,Old-age,0,0,0,0,
2046,Female,75,DC,Disability,1450,0,0,50,3809.9519
2046,Female,75,DC,Survivor,14400,0,0,380,7673.3418
2046,Female,80,DB,Old-age,82550,0,0,6460,18570.35
2046,Female,80,DB,Disability,2810,0,0,100,4610.437
2046,Female,80,DB,Survivor,64740,0,0,4310,10747.975
2046,Female,80,DC,Old-age,70,0,0,10,7011.2388
2046,Female,80,DC,Disability,730,0,0,80,5403.332
2046,Female,80,DC,Survivor,11710,0,0,730,7114.1255
2046,Female,85,DB,Old-age,85400,0,0,11230,17010.707
2046,Female,85,DB,Disability,1720,0,0,250,3486.2778
2046,Female,85,DB,Survivor,49640,0,0,5840,10299.493
2046,Female,85,DC,Old-age,490,0,0,50,6982.5449
2046,Female,85,DC,Disability,230,0,0,40,4576.7915
2046,Female,85,DC,Survivor,6650,0,0,650,7539.1265
2046,Female,90,DB,Old-age,28440,0,0,6120,14440.442
